epoch,bitfinex,bitstamp,coinapult
1547927001,3781.2,3704.28,3781.25
1547927007,3781.2,3704.60,3781.25
1547927013,3781.2,3704.60,3781.25
1547927019,3781.2,3704.60,3781.25
1547927025,3781.2,3704.17,3781.25
1547927031,3781.2,3704.17,3781.25
1547927037,3781.2,3704.17,3781.25
1547927044,3781.2,3704.17,3781.25
1547927050,3781.2,3704.17,3781.25
1547927055,3781.3,3704.17,3782.25
1547927061,3781.3,3704.17,3781.7
1547927067,3781.3,3704.17,3781.7
1547927073,3782.0,3704.17,3781.7
1547927078,3782.0,3704.17,3782.25
1547927085,3783.5,3704.17,3782.3
1547927091,3783.5,3704.17,3782.4
1547927097,3783.8,3704.17,3782.4
1547927103,3783.8,3704.17,3782.4
1547927108,3783.8,3704.17,3782.4
1547927114,3782.0,3704.17,3782.45
1547927120,3782.0,3704.17,3782.45
1547927126,3782.0,3704.17,3782.8
1547927132,3782.0,3704.17,3782.75
1547927137,3782.0,3704.60,3782.75
1547927144,3782.0,3704.60,3782.8
1547927150,3782.0,3704.60,3782.8
1547927156,3782.0,3704.60,3782.65
1547927163,3782.0,3704.60,3782.85
1547927168,3782.0,3704.60,3782.85
1547927174,3782.0,3704.60,3782.8
1547927180,3782.0,3704.60,3782.8
1547927186,3782.0,3704.60,3782.75
1547927192,3784.5,3704.60,3782.85
1547927198,3782.0,3704.60,3782.85
1547927204,3782.0,3704.60,3782.85
1547927210,3782.0,3704.60,3782.85
1547927216,3782.0,3704.60,3782.15
1547927222,3782.0,3704.60,3782.15
1547927228,3782.0,3704.60,3782.15
1547927234,3782.0,3704.60,3782.15
1547927239,3782.0,3704.60,3782.15
1547927245,3782.0,3704.60,3782.35
1547927251,3782.0,3704.60,3782.35
1547927257,3782.0,3704.60,3782.05
1547927263,3782.83094954,3704.60,3782.2
1547927269,3782.83094954,3704.60,3782.2
1547927274,3782.83094954,3704.60,3782.1
1547927280,3782.83094954,3703.61,3782.1
1547927286,3782.83094954,3704.60,3782.1
1547927292,3782.0,3704.60,3782.0
1547927298,3782.0,3704.60,3782.6
1547927304,3782.0,3704.60,3782.6
1547927310,3783.0,3705.14,3781.95
1547927316,3783.0,3705.86,3782.75
1547927323,3782.8,3705.86,3782.75
1547927329,3782.8,3705.86,3783.2
1547927335,3782.8,3705.83,3783.2
1547927341,3784.4,3705.83,3784.15
1547927347,3784.4,3705.83,3783.9
1547927353,3784.4,3705.83,3783.9
1547927359,3784.4,3705.83,3784.05
1547927365,3784.4,3705.83,3784.05
1547927371,3784.4,3705.83,3784.0
1547927377,3783.0,3705.83,3784.0
1547927382,3783.0,3702.80,3782.05
1547927390,3783.0,3702.80,3781.45
1547927396,3781.4,3702.80,3781.45
1547927402,3781.4,3702.80,3781.45
1547927408,3781.4,3702.80,3781.45
1547927414,3781.4,3702.80,3781.45
1547927419,3781.4,3702.80,3781.45
1547927425,3781.4,3702.80,3781.45
1547927431,3781.4,3702.80,3781.45
1547927437,3781.4,3702.80,3781.45
1547927443,3781.4,3702.80,3781.45
1547927449,3781.4,3702.80,3781.45
1547927455,3781.4,3702.80,3781.45
1547927460,3781.4,3702.80,3781.45
1547927466,3781.4,3702.80,3780.75
1547927472,3781.4,3702.80,3780.85
1547927478,3781.0,3702.80,3780.85
1547927484,3781.0,3702.80,3780.9
1547927490,3781.0,3702.80,3780.9
1547927496,3781.9,3702.80,3781.6
1547927502,3781.0,3702.80,3780.9
1547927508,3781.9,3702.80,3780.55
1547927514,3781.12507622,3702.80,3780.55
1547927520,3781.9,3702.80,3780.55
1547927526,3781.12507622,3702.80,3780.55
1547927532,3780.5,3702.83,3780.55
1547927538,3780.5,3702.83,3780.55
1547927544,3780.5,3702.83,3781.5
1547927550,3780.5,3702.83,3781.5
1547927555,3780.5,3702.83,3781.5
1547927561,3780.5,3702.83,3780.55
1547927567,3780.5,3702.83,3780.55
1547927573,3780.6,3702.83,3780.55
1547927579,3780.6,3702.83,3780.55
1547927585,3780.6,3702.83,3780.55
1547927591,3780.6,3702.83,3780.55
1547927597,3780.5,3702.83,3780.55
1547927603,3780.5,3703.70,3780.55
1547927609,3780.5,3703.71,3780.55
1547927614,3780.5,3703.71,3780.55
1547927621,3780.5,3703.71,3780.55
1547927627,3780.5,3703.71,3780.55
1547927632,3780.5,3703.71,3780.55
1547927638,3780.6,3703.71,3781.25
1547927644,3780.6,3703.49,3781.3
1547927650,3780.6,3703.49,3781.3
1547927656,3780.6,3703.49,3781.3
1547927662,3780.6,3703.49,3781.35
1547927668,3780.6,3703.49,3781.35
1547927674,3781.3,3703.49,3781.35
1547927680,3781.3,3703.73,3781.35
1547927686,3781.3,3703.73,3781.25
1547927694,3781.3,3701.17,3781.25
1547927700,3781.3,3701.17,3781.25
1547927706,3781.3,3701.17,3781.25
