1547614203,3674.9,3601.18,null,null,3674.95
1547614209,3674.9,3600.62,null,null,3674.95
1547614215,3673.17607337,3600.62,null,null,3673.15
1547614222,3673.17607337,3600.62,null,null,3673.15
1547614227,3673.17607337,3600.62,null,null,3673.15
1547614233,3673.17607337,3600.62,null,null,3673.15
1547614239,3673.17607337,3600.62,null,null,3673.15
1547614245,3673.17607337,3600.62,null,null,3672.3
1547614250,3672.3,3600.71,null,null,3672.3
1547614256,3672.3,3600.71,null,null,3672.35
1547614262,3672.3,3600.71,null,null,3672.35
1547614268,3672.4,3600.71,null,null,3674.05
1547614273,3672.5,3600.71,null,null,3673.15
1547614279,3672.5,3600.71,null,null,3673.15
1547614285,3672.5,3600.71,null,null,3673.25
1547614291,3672.5,3600.71,null,null,3673.25
1547614297,3672.5,3600.71,null,null,3672.9
1547614303,3672.7,3600.71,null,null,3673.75
1547614309,3672.7,3600.71,null,null,3673.75
1547614314,3672.7,3600.71,null,null,3673.8
1547614320,3672.7,3600.71,null,null,3673.8
1547614326,3672.7,3600.71,null,null,3673.7
1547614332,3672.7,3598.41,null,null,3673.7
1547614338,3672.3,3598.41,null,null,3672.95
1547614344,3672.3,3598.41,null,null,3673.2
1547614350,3672.3,3598.41,null,null,3673.2
1547614355,3672.3,3598.41,null,null,3673.2
1547614361,3672.3,3598.42,null,null,3672.65
1547614367,3672.3,3598.42,null,null,3672.35
1547614372,3672.3,3598.42,null,null,3672.35
1547614378,3672.5,3597.99,null,null,3673.15
1547614384,3672.5,3597.99,null,null,3673.15
1547614390,3672.5,3597.99,null,null,3672.45
1547614396,3672.5,3597.99,null,null,3672.45
1547614401,3672.4,3597.99,null,null,3672.55
1547614407,3672.4,3597.99,null,null,3673.05
1547614414,3672.4,3597.99,null,null,3673.05
1547614420,3672.7,3597.99,null,null,3673.95
1547614425,3672.7,3597.99,null,null,3673.95
1547614431,3674.1,3597.99,null,null,3674.05
1547614438,3674.1,3597.99,null,null,3674.05
1547614444,3674.0,3597.99,null,null,3674.05
1547614450,3674.0,3597.99,null,null,3674.05
1547614456,3674.0,3597.99,null,null,3674.05
1547614462,3674.0,3598.71,null,null,3673.1
1547614468,3674.0,3598.71,null,null,3673.1
1547614474,3672.7,3598.71,null,null,3672.6
1547614480,3672.7,3598.71,null,null,3672.8
1547614486,3672.6,3598.71,null,null,3672.8
1547614491,3672.6,3598.71,null,null,3672.65
1547614497,3672.37759967,3598.45,null,null,3672.45
1547614503,3672.37759967,3598.02,null,null,3672.45
1547614509,3672.3,3597.89,null,null,3672.05
1547614515,3672.37759967,3597.89,null,null,3672.05
1547614520,3672.3,3597.89,null,null,3672.35
1547614527,3672.3,3598.00,null,null,3672.35
1547614532,3672.3,3598.00,null,null,3672.35
1547614538,3672.3,3598.00,null,null,3672.35
1547614544,3672.3,3598.00,null,null,3672.9
1547614550,3672.3,3598.00,null,null,3672.95
1547614556,3672.3,3598.00,null,null,3672.95
1547614562,3672.3,3599.20,null,null,3672.95
1547614569,3672.9,3599.20,null,null,3672.95
1547614575,3672.9,3599.24,null,null,3672.95
1547614581,3672.9,3599.24,null,null,3672.95
1547614586,3672.9,3599.55,null,null,3672.95
1547614592,3672.9,3599.55,null,null,3672.95
1547614598,3672.9,3599.55,null,null,3672.95
1547614604,3672.9,3599.55,null,null,3672.95
1547614610,3672.9,3599.55,null,null,3672.95
1547614616,3672.9,3599.55,null,null,3672.95
1547614622,3672.9,3599.55,null,null,3672.95
1547614628,3672.9,3599.55,null,null,3672.95
1547614633,3672.83386649,3599.89,null,null,3672.85
1547614639,3672.9,3599.89,null,null,3672.95
1547614645,3672.83386649,3599.89,null,null,3672.95
1547614651,3672.83386649,3599.89,null,null,3672.95
1547614656,3672.83386649,3599.89,null,null,3672.95
1547614663,3672.83386649,3599.89,null,null,3672.95
1547614668,3672.83386649,3599.89,null,null,3672.95
1547614674,3672.83386649,3599.89,null,null,3672.95
1547614680,3672.83386649,3599.89,null,null,3672.95
1547614686,3672.83386649,3599.89,null,null,3672.95
1547614691,3672.83386649,3599.89,null,null,3672.95
1547614697,3672.83386649,3599.89,null,null,3672.95
1547614703,3672.83386649,3599.89,null,null,3672.95
1547614709,3672.83386649,3599.89,null,null,3672.95
1547614715,3672.83386649,3599.89,null,null,3672.95
1547614720,3672.83386649,3599.89,null,null,3672.95
1547614726,3673.0,3599.89,null,null,3672.95
1547614732,3673.0,3599.89,null,null,3672.95
1547614738,3673.0,3599.89,null,null,3672.95
1547614743,3673.0,3599.89,null,null,3672.95
1547614749,3673.0,3599.89,null,null,3672.95
1547614755,3673.0,3599.89,null,null,3672.95
1547614760,3673.0,3599.89,null,null,3672.95
1547614766,3673.0,3599.89,null,null,3672.95
1547614772,3673.0,3599.89,null,null,3672.95
1547614778,3673.0,3599.89,null,null,3672.95
1547614784,3673.0,3599.89,null,null,3672.95
1547614790,3673.0,3599.89,null,null,3672.95
1547614796,3673.0,3599.89,null,null,3672.95
1547614802,3673.0,3599.89,null,null,3672.95
1547614807,3673.0,3599.89,null,null,3672.95
1547614813,3673.0,3599.89,null,null,3672.95
1547614820,3673.0,3600.89,null,null,3672.95
1547614826,3673.0,3600.89,null,null,3672.95
1547614832,3673.0,3600.89,null,null,3672.95
1547614838,3673.0,3600.89,null,null,3672.95
1547614844,3673.0,3600.89,null,null,3672.95
1547614850,3673.0,3600.89,null,null,3672.95
1547614857,3673.0,3600.89,null,null,3672.95
1547614863,3673.0,3600.89,null,null,3672.95
1547614869,3673.0,3600.89,null,null,3672.95
1547614875,3672.9,3601.31,null,null,3672.95
1547614883,3672.9,3601.31,null,null,3672.95
1547614890,3672.9,3601.31,null,null,3672.95
1547614895,3672.9,3601.31,null,null,3672.95
1547614901,3672.9,3601.31,null,null,3672.95
1547614907,3672.9,3601.31,null,null,3672.95
1547614912,3672.9,3598.97,null,null,3672.95
1547614919,3672.9,3598.97,null,null,3672.95
1547614925,3672.9,3598.97,null,null,3672.95
1547614931,3672.9,3598.97,null,null,3672.95
1547614937,3672.9,3598.97,null,null,3672.95
1547614942,3672.9,3598.97,null,null,3672.95
1547614948,3672.9,3598.97,null,null,3672.95
1547614954,3673.0,3598.97,null,null,3672.95
1547614960,3673.0,3598.97,null,null,3672.95
1547614966,3673.0,3599.39,null,null,3672.95
1547614972,3673.0,3599.39,null,null,3672.95
1547614978,3673.0,3599.39,null,null,3672.95
1547614984,3673.0,3599.39,null,null,3672.95
1547614990,3673.0,3599.39,null,null,3672.95
1547614996,3673.0,3599.39,null,null,3672.95
1547615002,3673.0,3599.39,null,null,3672.95
1547615008,3673.0,3599.39,null,null,3672.95
1547615014,3673.0,3599.39,null,null,3672.95
1547615019,3673.0,3598.05,null,null,3672.95
1547615025,3673.0,3598.05,null,null,3672.95
1547615031,3673.0,3598.45,null,null,3672.95
1547615037,3673.0,3598.45,null,null,3672.95
1547615043,3673.0,3598.45,null,null,3672.95
1547615052,3673.0,3598.45,null,null,3673.55
1547615058,3673.0,3598.45,null,null,3673.55
1547615064,3673.0,3598.45,null,null,3673.55
1547615069,3673.0,3598.45,null,null,3673.55
1547615077,3673.0,3598.45,null,null,3673.65
1547615082,3673.0,3598.45,null,null,3673.45
1547615089,3673.5,3598.45,null,null,3673.45
1547615094,3673.5,3598.45,null,null,3673.45
1547615101,3673.4,3598.45,null,null,3673.45
1547615106,3673.4,3598.05,null,null,3673.45
1547615112,3673.4,3598.05,null,null,3673.45
1547615118,3673.4,3598.05,null,null,3673.45
1547615123,3673.4,3598.05,null,null,3674.3
1547615129,3673.7,3598.05,null,null,3674.3
1547615135,3673.7,3600.07,null,null,3674.15
1547615141,3674.1,3600.07,null,null,3674.15
1547615147,3674.1,3600.07,null,null,3674.15
1547615152,3674.1,3600.07,null,null,3674.15
1547615158,3674.2,3600.07,null,null,3674.15
1547615164,3674.1,3600.07,null,null,3674.15
1547615169,3674.2,3600.07,null,null,3674.15
1547615175,3674.1,3600.07,null,null,3674.15
1547615181,3674.1,3600.07,null,null,3674.15
1547615187,3674.1,3600.07,null,null,3674.15
1547615193,3674.2,3600.07,null,null,3674.15
1547615198,3674.2,3600.07,null,null,3674.15
